id	wplayerid	bplayerid	wusername	busername	wtitle	btitle	wcountry	bcountry	wrating	brating	wratingk	bratingk	wtype	btype	event	site	timecontrol	postal	startts	endts	result	termination	plycount	mode	rated	corrupt	movelist	events
36	207	113	Guest207	Spunk			US	US	1500	1751	200	128	h	h	Casual game	Over the Net	4/4/100/4/0	0	1039474226	1039476895	b	g	32	IGS	1	0	1w Ha2 Db2 Dg2 Cf2 Cc1 Md1 Ee1 Hh1 Ra1 Rb1 Rf1 Rg1 Rc2 Rd2 Re2 Rh2\n1b takeback\n1w Ee2 Md2 Cc1 Db1 Ha1 Cf1 Dg1 Hh1 Rd1 Re1 Ra2 Rb2 Rc2 Rf2 Rg2 Rh2\n1b ha7 hh7 db7 dg7 cc8 cf8 me7 ed7 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Ee2n Ra2n Rh2n Re1n\n2b ed7s ed6s db7s dg7s\n3w Ee3w Re2n Rf2w Rd1e\n3b ed5e ee5s ee4n Re3n\n4w Ed3e Ee3w Ed3n Ed4w\n4b ee5n Re4n ee6w Re5n\n5w Cf1n Ha1n Ec4n Ec5w\n5b ed6s Re6w Rd6w Rc6x ed5n\n6w Eb5s db6s Eb4s db5s\n6b ed6s ed5w ec5s me7s\n7w Eb3e db4s Ec3e db3e\n7b dc3w db3n db4n db5n\n8w Re2n Ed3n Re3n Re4e\n8b dg6s dg5w df5e Rf4n\n9w Ed4e Ee4n Ee5s me6s\n9b ec4e ed4s Rf5n Rf6x dg5w\n10w Ee4s me5s Ee3e me4s\n10b df5s me3n me4n ed3e\n11w Ef3e Eg3n Eg4e df4e\n11b ee3s Md2n ee2w hh7s\n12w dg4s Eh4w dg3w df3x Eg4s\n12b Md3n ed2n Md4n ed3n\n13w Eg3n Eg4n Eg5e Eh5s\n13b Md5n ed4n Md6w Mc6x ed5n\n14w Eh4n Eh5s hh6s Eh4w\n14b hh5n ed6s ed5s ed4s\n15w Eg4e Eh4n Eh5s hh6s\n15b rg8s rg7s ed3s me5s\n16w Rh3w Eh4s hh5s Rg3n\n16b Rc2n Rc3x ed2w ec2e ed2e\n17w Cf2s Eh3w hh4s Rg2e\n17b ee2n rd8s rd7s rd6s\n18w Eg3s hh3w hg3w Eg2n\n18b hf3n hf4n hf5w he5n\n19w Rg4e Eg3e Cc1e Db1e\n19b ee3s ee2n Re1n rd5s\n20w Eh3w Eg3s Eg2w Re2w\n20b me4e cf8e rd4s he6s\n21w Ef2w Rh4n Ra3n Rb2e\n21b he5w hd5w hc5s rd3w\n22w Ha2n Ra4e\n22b db6s db5n Rb4n rc3w\n23w rb3e Ha3e Hb3n Hb4s\n23b ha7e ra8s ra7s ra6s\n24w Hb3w Ha3n Ha4s ra5s\n24b db6w da6s hb7w ra4e\n25w Rc2w Ha3n Ha4s da5s\n25b rc3s mf4w me4w md4s\n26w da4n Ha3n da5n Ha4n\n26b md3w rb4s rb3w ra3s\n27w Dc1w Db1w Cd1w Rh5n\n27b mc3w mb3n Rb2n ee3w\n28w rc2n Cc1n Cc2w Rd2w\n28b ed3s ed2n Rc2e rc3s\n29w Cb2s Cb1e rc2n Cc1n\n29b Rb3w mb4s Ra3n mb3w\n30w Ee2s Ee1w Ed1w Ec1w\n30b rc3w hc4s hc3n Cc2n Cc3x\n31w Rb5n Ha5e Rb6n Hb5n\n31b rb3e rc3s rc2s\n32w	NULL
37	182	204	Josh	cloakski			US	US	1500	1500	200	200	h	h	Casual game	Over the Net	3/3/100/3/0	0	1039557232	1039558577	b	r	21	IGS	1	0	1w Md2 Ha2 Hh2 Db2 Cf1 De2 Eg2 Cc1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ha7 cf7 dg7 hh8 ee8 md8 cd7 dc7 rb7 re7 rh7 ra8 rb8 rc8 rf8 rg8\n2w Md2n Md3n Eg2n Eg3n\n2b rb7s rb6w ra6s ha7s\n3w Md4n Md5n Eg4n Eg5w\n3b re7s ee8s re6s ee7s\n4w re5s Ef5w re4s Ee5s\n4b Md6w Mc6x ee6w md8e me8s\n5w re3e rf3x De2n Ee4n Ee5n\n5b ha6e hb6s hb5s ra5s\n6w Db2n Rc2n Ha2e Hh2n\n6b Db3w Rc3x hb4s rh7s hh8s\n7w me7n Ee6n cd7n Ee7w\n7b hb3n Da3e Db3e Dc3x hb4s\n8w dc7s Ed7w Ec7w Eb7s\n8b ra4e rb4e hb3e hc3e\n9w Eb6s Eb5s rc4s Eb4e\n9b De3e hd3e rc3x he3s dc6n\n10w Hh3w Ec4e Ed4s Ed3e\n10b ed6s ed5w ec5w me8s\n11w he2w Ee3s hd2w Ee2w\n11b eb5s eb4s me7s me6s\n12w Df3n Df4e Dg4e Dh4n\n12b eb3n Hb2n Hb3e Hc3x eb4s\n13w rh6w Dh5n Hg3e Hh3n\n13b rg6w rf6w cd8s cd7s\n14w Rg1n Rg2n Rg3n Rg4n\n14b Dh6w hh7s Dg6w Df6x hh6w\n15w Hh4w Rg5e Rh5n Hg4n\n15b Rh6s hg6e ra8s ra7s\n16w hc2n Ed2w Ec2w Rh1n\n16b ra6s ra5e rb5e rc5e\n17w Ra1n Ra2n Eb2w Ra3n\n17b dc7w db7s rd5s rd4s\n18w Ra4n Ea2n Ea3n Ea4e\n18b hc3s hc2n Cc1n rb8w\n19w Eb4n db6e Eb5n Ra5n\n19b Cc2w hc3s hc2s rc8w\n20w Eb6n rb8e Eb7n Ra6n\n20b dc6w db6w da6s da5n\n21w	NULL
38	215	214	keita	YunK			JP	ZW	1500	1500	200	200	h	h	Casual game	Over the Net	3/3/100/3/0	0	1039604616	1039612096	w	t	39	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc2 Cf2 Ra1 Rb1 Rc1 Rd1 Re1 Rf1 Rg1 Rh1\n1b ed7 mc7 hb7 da7 he7 ch7 cg7 df7 ra8 rb8 rc8 rd8 re8 rf8 rg8 rh8\n2w Ee2n Md2n Hh2n Ha2n\n2b hb7s mc7s ed7s da7s\n3w Cc2n Rc1n Db2n Ee3n\n3b mc6s mc5s ed6s ed5s\n4w Hh3n Rh1n Rh2n Dg2n\n4b rc8s rc7s he7w hd7w\n5w Hh4n Rh3n Dg3n Dg4w\n5b rc6s hb6s da6e\n6w Ha3n Ra1n Ra2n Hh5n\n6b Md3e ed4s mc4e rc5s\n7w md4n Ee4w Rg1n\n7b hb5s Db3s hb4s db6s\n8w rc4n Ed4w Rg2n Rg3n\n8b md5s rc5e db5e df7w\n9w Hh6w Rg4n Rg5w Ha4n\n9b de7s de6s de5s\n10w Ha5n Ha6n Ha7e Rh4n\n10b ed3s md4s rd5s cg7w\n11w Rh5w Rf5w Rg5w Re5n\n11b ed2e md3s rd4s\n12w Hg6n cf7s cf6x Hg7w\n12b Me3e ee2n md2e rd3s\n13w Ec4e Ed4s\n13b Db2w hb3s Rc2s hb2e\n14w Hf7s rf8s Hf6e rf7s rf6x\n14b ch7w cg7w cf7n dc5e\n15w Hg6n Hg7s rg8s Da2e\n15b de4w ee3n ee4n\n16w Hg6w rg7s Hf6n rg6w rf6x\n16b Re6w ee5n cf8e re8e\n17w Hb7s Df4e Dg4n Dg5n\n17b Cf2e Mf3x me2e ee6n rd2e\n18w Ra3e Ed3s Dg6n\n18b dd5e de5n dd4e de4n\n19w Hf7s Hf6e Rb1w Ra1n\n19b Rf5s de5e Rf4s Rf3x df5s\n20w Cc3n hc2n hc3x Ed2w Ec2e\n20b mf2n Rf1n mf3w Rf2n Rf3x\n21w re2e Ed2e rf2n Ee2e\n21b de6s me3w md3n md4n\n22w Cc4n Cg2n Ra2n Ra3n\n22b Cc5s md5w mc5n de5w\n23w Hg6s Hg5s df4n rf3x Hg4w\n23b Hb6s mc6w Rd6w Rc6x dd5n\n24w df5n df6x Hf4n Ra4n Hb5s\n24b ee7s ee6s Hf5n Hf6x ee5e\n25w Ef2n Ef3n Re1n Re2n\n25b dd6e rd8s rd7s rh8s\n26w Db2e Dc2e Dd2n Rd1e\n26b hc7e hd7e he7e rb8s\n27w Ef4e Eg4n Eg5n Re1e\n27b rd6s rd5e hf7w re5s\n28w Rf1n Rc1n\n28b ef5w ee5w ed5w he7e\n29w Eg6s Eg5w Cc4e\n29b mb6s mb5n Ra5e ra8s\n30w Rb5w Ef5s Ef4n re4e\n30b mb6s Hb4e mb5s rb7s\n31w Hc4s rf4s rf3x Ef5s Ef4n\n31b mb4n mb5s Ra5e ra7s\n32w Re3n Re4n Re5w Ef5w\n32b ec5n Rd5w ec6n Rc5n Rc6x\n33w Cd4w Cc4n Ee5w Ed5n\n33b hf7w Dg7w Df7s Df6x he7e\n34w Ed6w Ec6e rb6e Rb5n\n34b mb4n ra6s ra5s ra4s\n35w Rb3n Hc3w Rb4w Dd3n\n35b mb5w Rb6s Rb5s ma5e\n36w Hb3e ra3e Hc3e rb3e rc3x\n36b rh7s cg8s cg7s cg6s\n37w Dd4w Ra4n Rb4w Ra5n\n37b mb5n Ra6s mb6w rh6s\n38w Ra5e Rb5n Cc5w Rb6n\n38b ma6e rh5s cg5s hf7w\n39w Rf2e Rg2e Ra4n Ra5n\n39b Ra6s mb6w Rb7w ec7w rc6x\n40w	NULL
39	182	204	Josh	cloakski			US	US	1405	1570	-1	-1	h	h	Casual game	Over the Net	3/3/100/3/0	0	1039715116	1039716134	w	g	17	IGS	0	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 ha7 hh7 db7 dg7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Ee2n Ee3n Rf2w Re2n\n2b ha7s ha6s ha5s ha4s\n3w Md2n Md3w Mc3w Rc2e\n3b db7s rc7s md7s md6e\n4w Mb3n ha3e hb3e hc3x Mb4s\n4b ee7w ed7s ed6s ed5s\n5w Mb3n Mb4n db6w rc6x Mb5n\n5b ed4s Re3e Rf3x ed3e me6w\n6w Ee4n Ee5n md6w mc6x Ee6w\n6b ee3s Rd2w ee2w hh7s\n7w Mb6s da6e db6e dc6x Mb5n\n7b Rc2n Rc3x ed2w rf7w re7s\n8w Ha2n Ha3e Ra1n Ra2n\n8b ec2e ed2n ed3n ed4w\n9w re6e rf6x Ed6e Ee6w Db2e\n9b hh6s rh8s ec4w rh7s\n10w Hh2n Hh3w Hg3n Dg2n\n10b hh5s hh4s Dg3w Df3x hh3w\n11w Re1n Re2n Re3n Re4n\n11b rh6s rh5s Hb3e eb4s\n12w Ed6n Ed7s rd8s Mb6e\n12b eb3s Dc2e Hc3x eb2e ra8s\n13w Ra3n Ra4n Ra5n Mc6n\n13b ec2w eb2n eb3n eb4n\n14w Mc7s cc8s Mc6w cc7s cc6x\n14b eb5s Mb6s eb4e ec4n\n15w Ed6s rd7s rd6w Ed5n\n15b cf8s rb8e rc8s rc6w\n16w Ed6e Ee6n cf7s cf6x Ee7e\n16b ec5e Mb5e Mc5n Mc6x ed5w\n17w Re5n Re6n Re7w Rd7n\n17b	NULL
40	214	219	YunK	Kanakuk			JP	US	1430	1500	-1	-1	h	h	Casual game	Over the Net	3/3/100/3/0	0	1039788583	1039790133	w	g	21	IGS	0	0	1w Ee2 Hf2 Mg2 Dh2 Da2 Cd2 Hb2 Cc2 Ra1 Rb1 Rc1 Rd1 Re1 Rf1 Rg1 Rh1\n1b dh8 cg8 eg7 da8 cb8 hd7 he7 mb7 ra7 rc7 rf7 rh7 rc8 rd8 re8 rf8\n2w Ee2n Mg2n Hb2n Cd2n\n2b hd7s he7s hd6s he6s\n3w Hf2n Rf1n Cc2n Rc1n\n3b eg7s eg6s mb7s mb6s\n4w Ee3n he5e Ee4n Da2n\n4b mb5e hf5s eg5w hf4w\n5w Hf3n he4s Ee5s Dh2n\n5b Hf4s ef5s mc5s hd5s\n6w Mg3n Dh3w Da3n Rh1n\n6b Cd3s hd4s mc4w\n7w Cc3n Ee4w hd3w hc3x Ed4s\n7b Cc4n mb4e Cc5n Cc6x mc4n\n8w Ed3n he3w hd3w hc3x Ed4s\n8b Mg4n ef4e mc5w mb5s\n9w Ed3n Ed4e Ee4n Ee5e\n9b mb4n Hb3n mb5n Hb4n\n10w Da4n Hb5s Mg5n Mg6w\n10b mb6w Da5e ma6s\n11w Mf6w rf7s rf6x Db5e Dc5s\n11b ma5e mb5n Hb4n mb6e\n12w Me6w Md6n Md7e rc7e mc6x\n12b eg4w ef4w ee4w rd7w\n13w Hb5n Me7w Md7s Cd2n\n13b Dc4n ed4w Dc5n ec4n\n14w Dg3n Dg4n Dg5n Rh2n\n14b ec5e Dc6s ra7s da8s\n15w Hb6e Hc6w rc7s rc6x Dg6w\n15b ra6s da7s cb8w ca8s\n16w Hb6n da6e db6e dc6x Hb7s\n16b ed5s Cd3w ed4s ed3s\n17w Dc5w ra5n Db5w Cc3e\n17b ed2e Rf2e Hf3x ee2e ef2w\n18w Hb6e ra6e Hc6s rb6e rc6x\n18b ee2w Rc2n ed2w ec2e\n19w Rc3n Rc4w Rb4n Rb5n\n19b ca7e rc8w rd8w rb8w\n20w Md6n Md7w Da5n Da6n\n20b Cd3w Cc3x ed2n ed3n ed4n\n21w Mc7e cb7e Rb6n Rb7n\n21b	NULL
41	182	204	Josh	cloakski			US	US	1405	1570	190	190	h	h	Casual game	Over the Net	3/3/100/3/0	0	1039801898	1039803501	w	g	16	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 ha7 hh7 cc7 cf7 dg8 db8 rb7 rg7 ra8 rc8 rd8 re8 rf8 rh8\n2w Ee2n Ee3n Ee4n Ee5n\n2b ha7s rb7s hh7s hh6s\n3w Hh2n Hh3w Rf2n Md2n\n3b rh8s rh7s hh5s rh6s\n4w Md3n Md4e Me4e Mf4e\n4b md7s cc7e md6s md5w\n5w Rf3n Rf4n Rf5e Rg5n\n5b rg7e dg8s Rg6w dg7s\n6w Mg4n dg6e Mg5n Dg2e\n6b mc5s mc4e rb6s rb5e\n7w Mg6s Rf6e Rg6n Mg5n\n7b cf7s cf6x Rg7w Rf7s ee7e\n8w Mg6s Rf6e Rg6n Mg5n\n8b rf8e md4s rc5s rc4e\n9w Ee6s Ee5s rd4n Ee4w\n9b ha6s ha5s ha4s ha3e\n10w rd5n Ed4n rd6w rc6x Ed5n\n10b rc8s md3s Rc2n Rc3x md2w\n11w Re1n Re2n Re3n Re4n\n11b hb3w Db2n Db3e Dc3x ha3e\n12w Re5w Rd5w Ed6w Ec6w\n12b hb3n hb4e re8s re7s\n13w Eb6n rc7s rc6x Eb7e Hg3n\n13b re6s re5s re4s mc2e\n14w Cf1w Rg1w Dh2w Ha2e\n14b md2e Rd1n cd7s cd6s\n15w Hb2n Hb3n Hb4n Rc5n\n15b re3w cd5w hc4s hc3s\n16w Hb5n Ec7e Rc6n Rc7n\n16b	NULL
42	1	214	omar	YunK			US	JP	1579	1430	111	190	h	h	Casual game	Over the Net	3/3/100/3/0	0	1039872110	1039875882	w	t	20	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b hh7 dg7 ed7 mb7 hc7 da7 ce7 cf7 ra8 rb8 rc8 rd8 re8 rf8 rg8 rh8\n2w Ee2n Ee3n Ee4w Hh2n\n2b mb7s ed7s dg7s ce7s\n3w Md2n Md3e Ha2n Ed4n\n3b hc7s rc8s cf7s rf8s\n4w Hh3n Hh4n Hh5n Me3n\n4b mb6s da7s da6s ra8s\n5w Me4n Me5s ce6s Db2n\n5b mb5s Db3s mb4s da5e\n6w Me4w ce5s ce4s Md4e\n6b cf6s cf5s hc6s hc5s\n7w Dg2n Dg3n Me4w Md4s\n7b ed6e ee6s ee5s ce3s\n8w cf4s cf3x Dg4w dg6w Hh6w\n8b Rf2n ce2e Df4e Rf3x ee4e\n9w Hg6n Hg7s rf7e df6x Ed5w\n9b mb3n db5n mb4s rg8w\n10w hc4e Ec5s rg7w Hg6n\n10b Ha3s mb3w ma3n hh7s\n11w rf7s rf6x Hg7w Ec4w Re1n\n11b cf2e ef4n hh6s hh5s\n12w Md3e hd4s Eb4n ma4e\n12b takeback\n12w Md3e hd4s Cf1n Ha2n\n12b db6e dc6e cg2e Rg1n\n13w takeback\n12b ef5s ef4w ee4w ed4w\n13w takeback\n12b ef5w ee5s ee4w hd3s\n13w Me3w Re2n Hf7w rf8s\n13b ed4w hh4n hh5w hg5w\n14w Dg4s Re3n Re4e Rh1n\n14b hf5e Rf4n Rf5n Rf6x hg5w\n15w Dg3e cg2n cg3w cf3x Dh3w\n15b ec4e Md3w ed4s\n16w Mc3n Rh2n Rh3n Rh4n\n16b hf5e hg5n hd2e he2n\n17w rf7s He7e Dg3n Cf2e\n17b ed3n ed4e ee4e rf6s\n18w Cg2n Dg4e Hf7e Mc4e\n18b ef4w rf5s rf4s rf3s\n19w Cg3s rf2n Cg2w Eb4e\n19b ee4e rf3e he3e rg3s\n20w Rg1w rg2n Cf2e Md4s\n20b	NULL
43	145	223	seisuke	Guest223			JP	JP	1500	1500	-1	-1	h	h	Casual game	Over the Net	0/0/0/0/0	1	1039890840	1039891786	w	g	10	IGS	0	0	1w Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ee2 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 hc8 df8 db8 hg8 cg7 cb7 ra7 rc7 rf7 rh7 ra8 rd8 re8 rh8\n2w Dg2n Db2n Rf2n Rf3n\n2b cg7s ee7s cb7s rc7s\n3w Hh2n Hh3n Hh4n Hh5n\n3b hg8s md7s db8s hc8s\n4w cg6w Hh6w Ee2n Ee3n\n4b rh7s cb6s ee6s re8s\n5w Re1n Re2n Rh1n Rh2n\n5b md6s hc7e rc6x hd7s db7s\n6w Rc2n Rc3n Md2n Ee4w\n6b ee5s re7s cf6s cb5e\n7w Hg6s Hg5e cf5e Cf1n\n7b hg7s db6s Rc4s cc5s\n8w md5e Ed4n hd6w hc6x Ed5n\n8b Re3s ee4s me5s\n9w takeback\n8b Re3s ee4s re6e me5s\n9w Dg3n Rf4n Dg4w Rf5w\n9b me4w Df4w rf6s rf5s\n10w Re5n Re6n Re7n\n10b	NULL
44	145	223	seisuke	Guest223			JP	JP	1500	1500	-1	-1	h	h	Casual game	Over the Net	3/3/100/3/0	0	1039891863	1039893716	w	g	18	IGS	0	0	1w Ee2 Md2 Cb1 Cg1 Hb2 Da2 Dh2 Hg2 Ra1 Rc1 Rd1 Re1 Rf1 Rh1 Rc2 Rf2\n1b ee7 ha7 dg7 cf7 mb7 hh7 cd7 dc7 ra8 rb8 rc8 rd8 re8 rf8 rg8 rh8\n2w Hg2n Hb2n Md2n Ee2n\n2b ee7s mb7s dc7s cf7s\n3w Rf2n Cg1n Cg2w Rc2n\n3b hh7s re8s rb8s rh8s\n4w Cb1n Cb2e Md3n Md4w\n4b dc6e rc8s dg7s rg8s\n5w Rd1n Rd2n Rc1e Rd1n\n5b ha7s ha6s ra8s dg6s\n6w Dh2n Dh3n Rf3n Hg3n\n6b hh6s cf6s mb6s rc7s\n7w dg5n Hg4n Ee3n Ee4n\n7b dg6w Rf4s cf5s mb5e\n8w Rf1e Rg1n Rg2n Rh1n\n8b df6e rf8s rf7s rf6s\n9w dg6w Hg5n Rg3n Rg4n\n9b ha5s ha4s rb7s rb6s\n10w Hb3n Hb4w Mc4w Ee5w\n10b mc5s rc6s mc4e rc5s\n11w rc4n Mb4e rc5n Ed5w\n11b rf5w re5s re4s ee6s df6x\n12w Rh2n Re1n Dh4w Rg5w\n12b re7s cd7w dd6n dd7e\n13w Ec5e Ed5n re6e rf6x Ed6e\n13b rb5s cc7w rc6x cb7s cb6s\n14w Mc4n rb4e Ha4e Da2e\n14b Rf5e ee5e md4e Rd3n\n15w rg7n Hg6n Rg5n Rg6w\n15b rd8e re8e ef5e eg5n\n16w Rf6n rg8e Hg7n Ee6e\n16b eg6n hh5s rh7s rh6s\n17w Rd2n Rd4n Rd5n Ef6w\n17b ra7e rb7e rc7e de7n\n18w Rd6w Rc6n Rc7n\n18b	NULL
45	231	232	qsasha	matjaz			SI	SI	1500	1500	200	200	h	h	Casual game	Over the Net	2/2/100/2/0	0	1040139127	1040139799	w	r	10	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Dg2 Db2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 ha7 hh7 db7 dg7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Ee2n Md2n Ha2n Hh2n\n2b ee7s md7s rf7s rc7s\n3w Ee3n Ee4n Re1n Re2n\n3b rf6e ee6e rg6s ef6x\n4w Ee5n Ee6s md6e rc6x Hh3n\n4b dg7s dg6w hh7s hh6w\n5w me6w Ee5n md6w mc6x Ee6w\n5b df6s rh8s rh7s rh6s\n6w Dg2n Ha3n Ha4e Ed6e\n6b df5s hg6e rg5s\n7w Md3n Md4e df4s df3x Me4e\n7b ha7s ha6s ra8s ra7s\n8w Mf4w rg4w rf4s rf3x Me4e\n8b ha5s ra6s ha4s ra5s\n9w Hb4s ra4e rb4e Hb3n\n9b ha3e hb3e db7s db6w\n10w rc4e hc3x Hb4e rd4n Hc4e\n10b	NULL
46	232	231	matjaz	qsasha			SI	SI	1430	1595	190	190	h	h	Casual game	Over the Net	2/2/100/2/0	0	1040140012	1040144119	b	g	30	IGS	0	1	1w Ha2 Hh2 Db2 Dg2 Cc2 Cf2 Md2 Ee2 Ra1 Rb1 Rc1 Rd1 Re1 Rf1 Rg1 Rh1\n1b ha7 hh7 mc7 ef7 dg8 ce8 cd8 db8 rb7 rd7 re7 rg7 ra8 rc8 rf8 rh8\n2w Md2n Md3n Ee2n Ee3n\n2b hh7s hh6w ef7s ef6w\n3w Ee4e Ef4n Md4s\n3b re7e rf7s ha7s ha6e\n4w Ef5e hg6e Eg5n Dg2n\n4b rf8s rh8s mc7s mc6s\n5w Cf2n Rf1n Rg1n\n5b hb6s hb5s mc5s hb4s\n6w Md3w hb3w Mc3w Hh2n\n6b ee6s ee5e ce8s ce7s\n7w Cf3n Rf2n Hh3n Hh4w\n7b ra8s ra7s ra6s ra5s\n8w Cc2e Rc1n Rc2n Cd2w\n8b rb7s db8s rc8s rd7s\n9w Mb3n Mb4n rb6e Mb5n\n9b hh6s hh5w rh7s cd8s\n10w Rd1n Rd2n Re1w Rd1n\n10b ef5w ee5w ed5w ec5w\n11w rg7e Eg6n rf7w Eg7w\n11b rc6s Mb6e Mc6x eb5n hg5w\n12w re7n Ef7w ce6s Ee7s\n12b mc4e md4e cd7e rc7s\n13w Db2n Db3n ra4n Db4w\n13b rc5e rh7w rg7w db7e\n14w Rb1n Rb2n Ra1e Rb1n\n14b dc7e eb6s Rb3n ha3e\n15w ra5n Da4n Ha2n Ha3n\n15b Rb2s hb3s Cc2s hb2e\n16w Rb1n ra6n Da5n Ha4n\n16b Rd2e hc2e Rd3e Rc3x hd2n\n17w Rb2n Cc1n Cc2n Rb4w\n17b eb5s Rb3s Cc3x eb4s eb3n\n18w Rb2w Ra2n Ha5e Ra4n\n18b Hb5e eb4n Ra5s eb5w\n19w Ra4e Rb4n Rb5n Rb6n\n19b ea5e Da6s eb5n ra7s\n20w Rh1n Rh2n Rh3n Rh4n\n20b hd3n hd4w rd5s rd4s\n21w Re2w Hc5w Hb5s Hb4s\n21b rd3w rc3s rc2s\n22w Hb3s Hb2s rc1n Hb1e\n22b hc4e hd4s Rd2e hd3s\n23w rc2n rc3x Hc1n Rh5w Rg5n\n23b dg8s hd2n hd3n hd4n\n24w ra6n Da5n Ra3n Ra4n\n24b Rb7e eb6n\n25w Da6e Ra5e rc6s Db6e\n25b Rc7n Dc6x eb7e ec7s Rc8s\n26w Rb5n Hc2w Hb2n Hb3n\n26b me4w md4w rc5w ra7e\n27w Re2w Rd2w Rc2w Rb2w\n27b mc4e Hb4e Hc4s Hc3x md4w\n28w Ra2n Ra3n Ra4n Ra5n\n28b rb5s Rb6s ec6w mc4n\n29w rd6w Ee6w dd7n Ed6n\n29b rb4s rb3s rb2s dd8w\n30w	NULL
47	231	232	qsasha	matjaz			SI	SI	1636	1380	181	181	h	h	Casual game	Over the Net	1/1/100/1/0	0	1040148326	1040149856	b	g	17	IGS	1	0	1w Cb1 Dd1 De1 Ch1 Md2 Hb2 Hg2 Ee2 Ra1 Rc1 Rf1 Rg1 Ra2 Rc2 Rf2 Rh2\n1b ha7 hh7 db7 dg7 md7 ee7 cd8 ce8 rc7 rf7 ra8 rb8 rc8 rf8 rg8 rh8\n2w Ee2n Ee3n Md2n Md3n\n2b ee7s ee6w hh7s hh6w\n3w Hg2n Hg3n Hb2n Hb3n\n3b ed6s Md4w ed5s md7s\n4w Rc2n Rc1n Dd1n Dd2n\n4b Dd3e ed4s De3e ed3e\n5w Rg1n Rg2n De1n Rf1w\n5b ha7s ha6s ha5e hb5e\n6w Cb1e Cc1e Cd1n Cd2n\n6b md6s db7s rc7s cd8s\n7w Hb4n Ra1e Rb1n Ch1w\n7b ra8s ra7s ra6s rc8s\n8w Ra2n Ra3n Rh2n Rh3n\n8b hg6e hh6s Rh4s hh5s\n9w Cg1n Mc4e hc5s Cg2e\n9b Cd3s ee3w Cd2s ed3s\n10w Rc3e hc4s hc3x Md4w Mc4e\n10b Rc2n ed2w Rb2s ec2w\n11w Md4w Mc4n Ee4w Ed4w\n11b cd7s eb2n eb3w ce8s\n12w Rb1n Rb2n Hb5s Cd1n\n12b Rb3s ea3e Hb4n eb3n\n13w Rb2n Cd2w Cc2w De2w\n13b Rb3w eb4s Cb2w eb3s\n14w Ra3e Ra4e Re1n Df3w\n14b eb2e Dd2s ec2e ce7s\n15w Ec4e Ca2e Cb2e Hg4w\n15b db6w rb8s rb7s rf7s\n16w Ed4e md5s md4w Ee4w\n16b ra5s ra4s ra3s ra2s\n17w	NULL
48	232	236	matjaz	spela			SI	SI	1498	1500	182	200	h	h	Casual game	Over the Net	1/1/100/1/0	0	1040161670	1040162194	b	t	8	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 ha7 hh7 cc7 cf7 md8 db8 dg8 rb7 rd7 rg7 ra8 rc8 re8 rf8 rh8\n2w Ee2n Md2n Ee3n Md3n\n2b rd7s cc7e rb7s ha7e\n3w Md4n rd6w Md5n Ee4n\n3b hb7e rb6s rb5e ee7s\n4w Ee5w cd7e Md6n Rd1n\n4b db8s db7s ra8s ra7s\n5w rc5s Ed5w rc4s rc3x Ec5s\n5b rg7s dg8s rg6s dg7s\n6w Ec4w Eb4n db6n Eb5n\n6b hh7s hh6s cf7s cf6s\n7w db7n Eb6n Eb7w hc7w rc6x\n7b ee6s ee5s ee4e rg5s\n8w Dg2n Re1n Re2n Hh2n\n8b ce7s ce6s ce5s dg6s\n9w	NULL
