id	wplayerid	bplayerid	wusername	busername	wtitle	btitle	wcountry	bcountry	wrating	brating	wratingk	bratingk	wtype	btype	event	site	timecontrol	postal	startts	endts	result	termination	plycount	mode	rated	corrupt	movelist	events
11	1	44	omar	adsyed01			US	US	1516	1643	-1	-1	h	h	Casual game	Over the Net	4/4/100/4/0	0	1038187151	1038188649	b	g	9	IGS	0	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 ha7 hh7 cf8 cc8 dh8 da8 rb7 rc7 rf7 rg7 rb8 rd8 re8 rg8\n2w Ee2n Ee3n Ee4n Ee5n\n2b hh7s hh6s ha7s ha6s\n3w Md2n Md3n Md4n Md5w\n3b rg7s rg6s md7s ee7w\n4w Mc5w ha5s Mb5w Re1n\n4b md6s md5s md4s md3s\n5w ha4e Ma5s Db2n Re2n\n5b md2e Re3e me2n me3w\n6w hb4e Ma4e Ee6s Ee5w\n6b rg5w rf5w hh5s hh4w\n7w Ed5s Hh2n Hh3w Rh1n\n7b re5s re8s re7s re6s\n8w hc4s Ed4w Ec4e\n8b re4s re3s re2s\n9w	NULL
12	48	1	illz	omar			US	US	1595	1516	190	112	h	h	Casual game	Over the Net	4/4/100/4/0	0	1038202770	1038208569	b	g	25	IGS	1	0	1w Ee2 Md2 Ca1 Dc2 Hb2 Hg2 Ch1 Df2 Rb1 Rc1 Rd1 Re1 Rf1 Rg1 Ra2 Rh2\n1b ee7 md7 ha7 hh7 db7 dg7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Ee2n Ee3n Md2n Md3n\n2b ee7s ee6s md7s rd8s\n3w Hg2n Rh2n Rh3n Hg3n\n3b hh7s hh6s ee5w ha7s\n4w Ch1n Ch2n Ee4e Ef4n\n4b ed5e Md4n ha6s dg7s\n5w Ef5e dg6w Eg5n Hb2n\n5b Md5w ee5w Mc5n Mc6x ed5w\n6w Eg6n Eg7e rf7e df6x Eh7s\n6b md6e cf8s ha5s ec5s\n7w hh5w Eh6s hg5w Eh5w\n7b me6e hf5w mf6e ec4w\n8w mg6w Eg5n Hg4n Rh4n\n8b mf6s eb4e Hb3n ha4s\n9w Rh5n Rh6n Hg5e Hh5n\n9b mf5e he5e mg5e hf5e\n10w hg5s Eg6s hg4s Eg5s\n10b takeback\n10w hg5s Eg6s Df2e Dg2n\n10b Hb4n ec4w ha3e hb3s\n11w Eg5n Eg6s rg7s Eg5w\n11b mh5w Hh6s Hh5s mg5e\n12w Ef5e rg6e Eg5n Eg6n\n12b rh6w Dg3w Df3x hg4s rd7s\n13w cf7s Eg7w Rh7w Hh4w\n13b mh5n mh6n re8e rd6e\n14w Hg4n rg6e Hg5n Dc2e\n14b rh6s mh7s Rg7e cf6s\n15w rf8w Ef7n rg8s Ef8e\n15b Hg6w Hf6x mh6w rg7w mg6n\n16w mg7s Eg8s mg6e Eg7s\n16b rf7e re8e rf8e rc7e\n17w Eg6s mh6w mg6w Eg5n\n17b hg3n Ch3w rh5s rh4s\n18w Eg6s rg7s hg4w Eg5s\n18b hf4w he4s cf5s rg6s\n19w rh3n Cg3e cf4w Eg4w\n19b mf6n rg5s rg4s mf7e\n20w Dd2e De2e Df2e Ef4n\n20b he3s he2e Rh7s mg7e\n21w rg3w Dg2n Ef5e Eg5e\n21b rf3w hf2e Dg3w Df3x hg2n\n22w Eh5w Eg5s hg3w Eg4s\n22b ce4e re3s hf3s hb2e\n23w Eg3s hf2n Eg2w Rd1n\n23b Rd2n hc2e Rd3w Rc3x hd2n\n24w re2n Ef2w Ch3w Rf1n\n24b rh4s Cg3n hf3e rh3s\n25w Rg1e Rf2e Re1e Rf1e\n25b re3e rf3s hg3w rf2s\n26w	NULL
13	73	95	kamikazeking	miri			PT	JP	1500	1500	200	200	h	h	Casual game	Over the Net	2/2/100/2/0	0	1038236667	1038238363	w	r	23	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 db7 dg7 cb8 hc7 cg8 hf7 ra7 rh7 ra8 rc8 rd8 re8 rf8 rh8\n2w Ee2n Ee3n Md2n Md3n\n2b ee7s md7s ee6s md6e\n3w Ha2n Ha3e Hh2n Hh3w\n3b db7s hc7s hc6s rc8s\n4w Md4w Mc4w hc5s Dg2e\n4b ee5w ed5s hc4n hc5w\n5w Mb4w hb5s Ee4s Ee3w\n5b ed4w me6s me5e hf7s\n6w Dh2n Ed3n Ed4e Dh3n\n6b dg7s rh7s mf5e hf6s\n7w Ee4e Ef4e hf5s Dh4s\n7b mg5w hf4w db6s db5e\n8w Eg4w Ef4s mf5s Ef3w\n8b dg6s dg5w rd8s rd7s\n9w Ee3e Ef3w mf4s mf3x Dh3n\n9b df5s he4n he5n df4n\n10w Ee3n Ee4e Ef4w df5s\n10b ec4e ed4s ed3e dc5s\n11w Hb3e Hc3w dc4s dc3x Dh4s\n11b cb8s cb7s cb6s ee3w\n12w Ee4n he6e hf6x Ee5n Ee6s\n12b hb4e hc4n hc5n cb5n\n13w Ee5s df4s df3x Ee4e Ma4e\n13b ed3n ed4w Mb4w ec4w\n14w Dh3n Dh4n rh6w Dh5n\n14b cg8s rf8s rg6w rf6w\n15w Rh1n Rh2n Rh3n Rh4n\n15b re6s re5e rd6s rd5e\n16w rf5n Ef4n Dh6w Rh5n\n16b re8e rf8e Ma4n eb4w\n17w Rh6n Dg6e cg7s Hg3n\n17b hc6e hd6e cb6s rc7e\n18w cg6s Dh6w Dg6n\n18b rf6e cg5e ch5n rd7e\n19w rg8w Dg7n Hg4n Hg5e\n19b rf7e re7e Ma5n ea4n\n20w Rd1n Rd2n Rd3n Rd4n\n20b cb5e Ma6e ea5n ra8e\n21w re5s Ef5w Rd5n Cc1e\n21b rb8e rc8e rd8s\n22w he6e Ee5n Ee6n Hb3n\n22b rf8w hf6w cc5e ra7e\n23w Dg8w rh8w Hh5w ch6s\n23b resign\n24w	NULL
14	113	73	Spunk	kamikazeking			US	PT	1500	1595	200	190	h	h	Casual game	Over the Net	2/2/100/2/0	0	1038239307	1038240357	b	t	14	IGS	1	0	1w Ha2 Cd2 Eb2 Df1 Mg2 Ch2 He2 Dc1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 ha7 hh7 db7 dg7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Eb2n Mg2n He2n Cd2n\n2b ee7s ee6s md7s md6s\n3w Rd1n Re1n Rg1n Rb1n\n3b db7s dg7s md5n hh7s\n4w Ch2n Ha2n Ra1n Rh1n\n4b ee5s ee4n He3n ha7s\n5w Cd3e He4w Hd4s Eb3n\n5b ee5w ed5w md6s md5e\n6w Mg3n Rc2n Rc3w Dc1n\n6b me5s me4n Ce3n me5e\n7w Ce4s Eb4w Rb3e Ha3e\n7b ec5s ec4n Rc3n ha6n\n8w Mg4e Ch3w Hd3n Rc4w\n8b ec5s Hd4n ec4e ha7e\n9w Ea4n Ea5n Ea6s db6w\n9b Hd5n ed4n Hd6w Hc6x ed5n\n10w Mh4n Mh5s hh6s Mh4s\n10b mf5s mf4w me4n Ce3n\n11w Cg3w Cf3w Ce4w Cd4s\n11b ed6s ed5w ec5w me5s\n12w Mh3n Mh4w hh5s Rh2n\n12b eb5n Rb4n Rb5e eb6s\n13w Mg4w hh4w Mf4s hg4w\n13b hf4e hg4e hh4n Rh3n\n14w Ea5s da6s Ea4e da5s\n14b Rc5n Rc6x eb5e hh5n Rh4n\n15w	NULL
15	1	129	omar	clauchau			US	FR	1563	1500	106	200	h	h	Casual game	Over the Net	3/3/100/3/0	0	1038300766	1038306574	w	t	21	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 ha7 hh7 db7 dg7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Hh2n Hh3n Ha2n Ha3n\n2b md7s hh7s ha7s ee7s\n3w Ee2n Rf2n Cf1n Ee3n\n3b md6s md5w mc5w mb5w\n4w Md2n Rc2n Cc1n Md3n\n4b ee6s ee5w ma5e Ha4n\n5w Ee4n Ee5n Rf3n Hh4n\n5b ed5n Md4n mb5s Ha5e\n6w Ee6s Md5w Hb5w Mc5s\n6b ed6s ed5s mb4s db7s\n7w Ha5e db6e Hb5n Ee5n\n7b Db2w mb3s Mc4w ed4w\n8w Hb6n rc7e dc6x Hb7e Rc3w\n8b Cc2e mb2e Mb4w ec4w\n9w Cd2n Ee6n rf7s rf6x Ee7e\n9b Rb3e eb4s mc2e hh6w\n10w Rc3n Ma4n Re1n Rb1e\n10b rd7s rd6s Cd3w md2n\n11w Rc1n Ma5e Mb5e Re2n\n11b eb3n Rc4e eb4e ha6e\n12w Cc3w Rf4n Dg2n Da2n\n12b ra8s ra7s ra6s ra5e\n13w takeback\n12b hg6s Rf5s hg5w dg7s\n13w Hc7e Hd7s Hh5w Rh1n\n13b cc8s rd8s re8s re7s\n14w dg6n Hg5n Rh2n Rh3n\n14b ra8s ra7s ra6s dg7e\n15w takeback\n14b ra8s ra7s ra6s dg7e\n15w Ef7s re6n Ef6w Ee6s\n15b cf8s re7s rg8s ra5e\n16w Dg3n Rf4w hf5s Ee5e\n16b Re3e md3e rb8s rb7w\n17w Rf3e Cb3n Da3e Ra1n\n17b Cb4w ec4w Db3e eb4s\n18w Dc3n Re4n Rh4n Ra2n\n18b rb5s me3w hb6s\n19w hb5n Mc5w hf4s hf3x Ef5s\n19b eb3e Dc4n ec3n rb4s\n20w Mb5s rb3e Mb4s Rd1n\n20b Rd2e md3s Rc2w md2w\n21w Ef4s Ef3w Ee3w Ed3s\n21b mc2s rc3s ec4s mc1e\n22w takeback\n21b	NULL
16	140	141	damu	Guest141			JP	JP	1500	1500	-1	-1	h	h	Casual game	Over the Net	0/60/0/0/0	0	1038315040	1038317352	b	g	21	IGS	0	0	1w Ha2 Cf2 Mb2 Cc2 Dd2 Eg2 Dh2 He2 Ra1 Rb1 Rc1 Rd1 Re1 Rf1 Rg1 Rh1\n1b ee7 md7 ha7 hh7 db7 dg7 cc7 cf7 ra8 rb8 rc8 rd8 re8 rf8 rg8 rh8\n2w Eg2n Eg3n Mb2n Mb3n\n2b ee7s ha7s ha6e md7s\n3w Cc2w Rc1n Cf2e Rf1n\n3b hh7s hh6w ra8s ra7s\n4w Cg2n Cb2n Dh2w\n4b ee6s md6w cc7e cd7s\n5w He2n Re1n Cg3e\n5b ee5s He3e ee4s re8s\n6w Eg4w Ef4w Dd2n Rd1n\n6b Dd3w ee3w mc6s mc5s\n7w Re2n Ee4w Ed4e mc4e\n7b Re3s ed3e re7s re6s\n8w Dc3e Rh1n md4w Ee4w\n8b Re2s ee3s Rf2s Hf3x ee2e\n9w mc4s mc3x Ed4w Dg2n Dd3e\n9b ef2w De3e ee2n re5s\n10w Df3s Ec4e re4e Ed4e\n10b ee3e ef3w hg6s hg5s\n11w rf4s Ee4e Rg1n Ha2n\n11b dg7s dg6s dg5e dh5s\n12w Mb4n Mb5s hb6s Rb1n\n12b ra6s hb5e hc5e hd5s\n13w Ha3n Ha4s ra5s Cb3e\n13b rd8s rf8w rd7e re7s\n14w Ha3e ra4s Mb4w Ra1n\n14b re6s re5w hd4s rd5s\n15w Hb3n ra3e Ma4s Re1n\n15b Rd2s hd3s Rc2s Cc3x hd2w\n16w rb3e Ma3e Rd1n\n16b rd4s Rc1w hc2s rc3s\n17w Hb4e Hc4s Hc3n rc2n\n17b Re2s ee3s rf3x rc3s rd3w\n18w Re1w Rf1w rc3e Mb3e\n18b ee2n ee3n ee4w re8s\n19w Ef4w hg4w hf4s hf3x Ee4e\n19b Hc4w Mc3x ed4w rd3w\n20w Ef4w Ee4w Ed4s Rd2e\n20b Rb1w hc1w rc2s\n21w	NULL
55	46	129	naveed	clauchau			US	FR	1500	1433	190	182	h	h	Casual game	Over the Net	3/3/100/3/0	0	1038346342	1038350838	b	g	25	IGS	0	1	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc2 Cf2 Ra1 Rb1 Rc1 Rd1 Re1 Rf1 Rg1 Rh1\n1b ee7 md7 ha7 hh7 db7 dg7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Ee2n Md2n Rd1n Re1n\n2b hh7s ee7s md7s ha7s\n3w Ha2n Ha3e Hb3n Ee3n\n3b md6s md5w mc5w ha6s\n4w Re2n Ee4w Ed4e Ra1n\n4b mb5e Hb4n Hb5n mc5w\n5w Ee4w Ed4w Ec4n Dg2n\n5b rd8s rd7s ra8s ra7s\n6w mb5s Ec5w ra6n Hb6w\n6b rf7s rf6s dg7s ee6s\n7w mb4s Eb5s mb3e mc3x Eb4s\n7b ee5s rf5s Re3e ee4s\n8w Eb3n Eb4e Ec4e Ed4e\n8b rc7s rc6s rc5w ha5s\n9w Ha6s ra7s Db2n Db3n\n9b ha4s ha3e hb3s re8s\n10w Rb1w Ra2n Db4e Ra3n\n10b hb2n Cc2w Md3w ee3w\n11w Ee4w Ed4e rf4n Ee4e\n11b takeback\n11w Ee4w Dg3n\n11b re7s re6s re5s re4s\n12w Rf3e Cf2w re3n Ce2n\n12b hh6s hh5s db7s cf8s\n13w Rc1n rf4n Dg4w Hh2n\n13b hh4w rh8s rh7s rh6s\n14w ra6n Ha5n Ra4n Dc4w\n14b Df4s hg4w dg6s dg5s\n15w Ra1n Ra2n db6e Ha6e\n15b Rg3s dg4s Ce3s Df3x ed3e\n16w re4n Ed4e Hh3n Ra5n\n16b dg3e rf5e rg5s rg4s\n17w Hh4w Hg4e rg3n Rg2n\n17b cc8s cc7w rb8e rc8s\n18w cb7n Hb6n Hb7s Rf1n\n18b ee3e Rg3s ef3e hf4s\n19w rg4n Hh4w Ee4e Ef4n\n19b takeback\n19w rg4n Hh4w Ee4e Hg4e\n19b rd6s rd5s rd4e re4s\n20w Ef4w hf3n re3w Ce2n\n20b Rg2e eg3s rg5s rg4s\n21w Ce3e rg3n Cf3e Cb2w\n21b Rf2s eg2w dc6s dc5e\n22w rg4n Cg3n rg5n Cg4n\n22b dd5s rd3e ef2n re3s\n23w Rf1w Rg1w Mc3e Md3e\n23b ef3e Me3e Mf3x eg3w ef3w\n24w dd4n Ee4w Ed4s Hh4w\n24b re2e rf2e rg2s\n25w	NULL
17	52	113	Imran	Spunk			US	US	1442	1430	190	190	h	h	Casual game	Over the Net	4/4/100/4/0	0	1038349327	1038352456	b	g	16	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Dg2 Db2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 ha7 hh7 db7 dg7 cc8 cf8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Ee2n Ee3n Ee4n Ee5n\n2b db7s dg7s md7s rc7e\n3w Ha2n Ha3n Hh2n Hh3n\n3b md6s rd7s ee7w ed7w\n4w Hh4w Hg4n dg6w Hg5n\n4b hh7w re8s ec7s ec6s\n5w re7n Ee6n Db2n Dg2n\n5b cc8s cc7e rd6e md5e\n6w Ha4n Ha5n db6e Ha6e\n6b ha7e hb7e dc6e me5e\n7w Db3w Da3n Dg3n Dg4e\n7b ec5n ec6s Hb6e Hc6x mf5e\n8w Md2n Md3e Da4n Da5n\n8b hc7w hb7s df6s df5w\n9w re6e Ee7s Me3n Me4e\n9b rf6s Hg6w mg5n ec5e\n10w Mf4w Me4s Me3w Md3s\n10b hb6e Da6e hc6s Db6e Dc6x\n11w Rc2w Rb2n Md2w Mc2w\n11b ed5s ed4w ec4w hg7e\n12w Rb3w Ra3n Cc1n Mb2w\n12b hc5s eb4s hh7s hh6s\n13w dd6w dc6x Ee6w Hf6x cd7w Ed6n\n13b eb3e ec3w Cc2n Cc3x hc4n\n14w cc7s Ed7w Ra4n Ma2n\n14b rf5s rf4w re4w de5s\n15w Ec7w rb8e Eb7n Ra5n\n15b rd4s rd3s rd2w rc2s\n16w	NULL
18	52	44	Imran	adsyed01			US	US	1343	1643	191	181	h	h	Casual game	Over the Net	4/4/100/4/0	0	1038355234	1038358584	b	g	19	IGS	1	0	1w Ee2 Ha2 Hh2 Db2 Dg2 Md2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ha7 db7 cg8 cb8 de7 ed7 hh7 mf7 rc7 rg7 ra8 rc8 rd8 re8 rf8 rh8\n2w Md2n Ee2n Ha2n Hh2n\n2b ed7s ed6s ed5s ed4e\n3w Db2n Dg2n Ha3n Hh3n\n3b hh7s hh6s hh5w de7w\n4w Rd1n Md3n Rd2n Md4n\n4b mf7w me7s me6s rg7s\n5w Md5n Md6s dd7s Hh4n\n5b db7s hg5s Dg3w hg4s\n6w Hh5n rg6w rf6x Hh6w Ha4e\n6b me5e mf5e Hg6w Hf6x mg5n\n7w Hb4n db6e Hb5n Db3n\n7b rh8s rh7s rh6s rh5s\n8w dd6e Md5n Md6n\n8b hg3s hg2n rh4s rh3s\n9w takeback\n8b hg3s hg2n Rg1n rh4s\n9w Cf1e Md7e rc7e dc6x Db4e\n9b rh3s rc8s hg3n Rg2n\n10w Hb6n rc7s rc6x Hb7e Df3n\n10b Rg3w hg4s hg3s rd7s\n11w Rf3e Ee3e Rg3e Ef3e\n11b Rf2n hg2w hf2w he2w\n12w Eg3s Eg2w Ef2w Re1e\n12b Df4e Rf3x ee4e Dg4s ef4e\n13w Rf1n Rc2w hd2w Ee2w\n13b rf8s cg8w rf7s rf6s\n14w hc2n hc3x Ed2w Ec2e Ed2e\n14b Dg3w eg4s eg3s rf5w\n15w Rd3e Dc4e Df3e Ee2s\n15b Rf2n eg2w rh2w re5s\n16w Ee1e rg2e Cg1n Rb2n\n16b ef2w Cg2w rh2w mg6s\n17w Rh3n rg2e Cf2e Ef1e\n17b Re3w ee2n ee3s de6s\n18w Me7s rd6w rc6x Me6w Md6s\n18b re4s ee2w re3s re2s\n19w	NULL
19	73	129	kamikazeking	clauchau			PT	FR	1645	1433	181	190	h	h	Casual game	Over the Net	2/2/100/2/0	0	1038419892	1038422606	b	g	20	IGS	1	0	1w Ee2 Md2 Cc1 Cf1 Hg2 Dh2 Hb2 Da2 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 ha7 hh7 db7 dg7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Ee2n Ee3n Md2n Md3n\n2b ha7s md7s ee7s ee6s\n3w Hg2n Hb2n Da2n Dh2n\n3b dg7s db7s hh7s hh6s\n4w Hb3n Da3e Hg3n Dh3w\n4b md6s md5w ha6s mc5s\n5w Md4s Ee4w mc4s mc3x Ed4w\n5b rf7s rf6s ee5s re8s\n6w Hb4n db6e Hb5n Md3e\n6b rd8s rd7s re7s cf8s\n7w Hb6n rc7e Hb7e Ec4e\n7b dc6s ra8s ra7s ra6e\n8w Ed4w Ec4e dc5s Hg4n\n8b ha5s ha4e Db3e hb4s\n9w Dc3e dc4s Ed4w Ra1n\n9b Rc2e dc3s Me3s ee4s\n10w Ec4w hb3e Eb4s Ra2n\n10b rb8s rb7w ra7s hc3n\n11w Ra3n Ra4n Hc7w Hb7w\n11b rd7w rc7w cc8w cb8w\n12w dg6w Hg5n Hg6n\n12b rf5s hh5s hh4w df6s\n13w cf7s Hg7w Hf7w He7w\n13b Dg3w hg4s hg3s rf4e\n14w Df3e Dd3n Rd2n Me2w\n14b Dg3w hg2n rg4e rh4s\n15w Df3n Eb3n Hd7w Df4e\n15b rh3s hg3w hf3e Rf2n Rf3x\n16w Hc7n rb7e Ha7e ra6n\n16b hg3w Dg4s hf3s Dg3w Df3x\n17w Ra5n rb6s Hb7s Hc8w\n17b hf2n Cf1n hf3e Cf2n Cf3x\n18w Re1e Rd1e hc4s Eb4e\n18b hg3s hg2w Rg1n re6s\n19w Hb8s Hb7n ra7e Ra6n\n19b hf2w Rg2w rh2w rg2s\n20w	NULL
20	73	113	kamikazeking	Spunk			PT	US	1504	1498	182	181	h	h	Casual game	Over the Net	4/4/100/4/0	0	1038423602	1038425254	b	t	9	IGS	1	0	1w Ee2 Md2 Hh2 Dg2 Cc1 Cf1 Hb2 Da2 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b cf8 cc8 me7 ed7 hb7 da7 hg7 dh7 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Ee2n Ee3n Md2n Md3n\n2b ed7s me7s hg7s hb7s\n3w Dg2n Hb2n Hh2n Hh3n\n3b dh7s da7s dh6s da6s\n4w Hb3n Hb4w Ha4e da5s\n4b me6e mf6s ed6s ed5w\n5w Ee4e Ef4w mf5s Da2e\n5b hg6s hg5s mf4n ec5s\n6w Db2n Ee4e Ef4w mf5s\n6b Dg3s hg4s Md4s ec4e\n7w Hh4w dh5s da4s Hb4w\n7b Md3w ed4s hb6s hb5s\n8w Mc3n Mc4n hb4e Mc5e\n8b hg3w hf3w Rf2n Rf3x hc4s\n9w mf4s Ee4e Ef4w Md5n\n9b mf3e Rc2e hc3s hc2n\n10w	NULL
23	73	113	kamikazeking	Spunk			PT	US	1411	1563	183	163	h	h	Casual game	Over the Net	2/2/100/2/0	0	1038425393	1038428918	b	g	28	IGS	1	0	1w Ee2 Md2 Hh2 Dg2 Cc1 Cf1 Hb2 Da2 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ed7 me7 cf8 cc8 hg7 hb7 da7 dh7 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Ee2n Ee3n Md2n Md3n\n2b me7s ed7s hg7s hb7s\n3w Hb2n Dg2n Hh2n Hh3n\n3b dh7s rb8s rg8s da7s\n4w Da2n Hb3n Da3e Hh4w\n4b ed6s Md4s ed5s hg6s\n5w Ee4e Ef4n Ef5s hg5w\n5b ed4e ee4s me6w dh6w\n6w Ef4w Ee4n Ee5n Ee6n\n6b hf5s ee3e ef3w Dg3w\n7w rf7s Ee7e rg7e Ef7e\n7b ee3s ee2n Rf2w Df3x rf6w\n8w Eg7w Ef7w Hg4s Re2e\n8b md6s md5s md4w hb6s\n9w re6s Ee7s Ee6w Ed6s\n9b Md3w ee3w Hb4w mc4w\n10w Ed5s Ed4e hf4s hf3x Ee4e\n10b Db3s mb4s hb5s\n11w Mc3n Ef4w Ee4s re5s\n11b ed3w Mc4n ec3n da6s\n12w Ee3w re4s da5e Ha4n\n12b Mc5n Mc6x ec4n ec5s mb3e\n13w Hg3w Hf3e re3e rf3x Hg3n\n13b cf8s mc3w ec4e hb4e\n14w Rh1n Rg1n Hg4w Ed3e\n14b hc4s hc3n Rc2n Rc3x ed4e\n15w Cc1n Rf2n Hf4e Hg4s\n15b hc4s hc3n Cc2n Cc3x rb7s\n16w Rh2n Rh3n Rh4n Hg3n\n16b ee4e Hg4e ef4e rd8s\n17w Rf3e Ee3n Ee4e Cf1n\n17b mb3e Db2n mc3e Db3e Dc3x\n18w db5e Ha5e Hb5w rb6s\n18b rb5s rb4s rb3s rb2e\n19w Rd1w Re1w Cf2w Rg2w\n19b re8s re7s md3s hc4e\n20w Ef4n Ef5e dg6w Eg5n\n20b Hh4s eg4e Ce2n md2e\n21w Eg6e Rh5w Rg5n Rg6n\n21b Rg7s cf7e eh4n cc8e\n22w Ha5s Ha4e Hb4s Hb3s\n22b hd4s dc5s Rf2n me2e\n23w rc2n Hb2e Ra1n Ra2n\n23b hd3n rc3e rd3s hd4s\n24w Hc2w rd2w Ce3s Rf3w\n24b Re3e hd3e cd8w cc8w\n25w Ra3n Ra4n Ra5n Ra6n\n25b mf2s Ce2e Cf2e mf1n\n26w Cg2e Hh3n Ch2n Hh4w\n26b he3w dc4s rc2e rd2e\n27w Rd1e Rc1e Hb2e Hc2e\n27b mf2e hd3e dc3x re2e rf2s\n28w	NULL
21	1	113	omar	Spunk			US	US	1604	1563	101	172	h	h	Casual game	Over the Net	2/2/100/2/0	0	1038602784	1038605741	b	t	17	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Cc1 Cf1 De1 Ra1 Rb1 Rd1 Rg1 Rh1 Rc2 Rf2 Rg2\n1b ha7 hh7 db7 dg7 me7 ed7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Ee2n Rf2n Cf1n Ee3n\n2b dg7s ed7s me7s\n3w Ee4n Hh2n Hh3n Rg2n\n3b hh7s hh6s db7s ha7s\n4w Ee5e me6s me5s Ef5w\n4b ed6s ed5s me4e mf4e\n5w Db2n Ee5e Ef5e Rf3n\n5b ed4e Rf4s ee4e rh8s\n6w Rg3e Rf3w mg4s Eg5s\n6b ef4s Re3n ef3w ha6s\n7w Md2n De1n De2w Ha2n\n7b ee3e ef3n Cf2n Cf3x rd8s\n8w Md3n Re4n Md4n Rg1w\n8b hh5w hg5w Re5s hf5w\n9w Md5n he5w hd5s Md6s\n9b ha5s ha4e hb4e hd4s\n10w Md5s Ha3n Ha4e Hh4n\n10b Re4s ef4w Re3e Rf3x ee4s\n11w hc4n Md4w Mc4e Hb4e\n11b Dd2e hd3s De2e hd2e\n12w Df2e Hc4w Md4w Hh5n\n12b he2e Dg2e hf2e rg8s\n13w Mc4e hc5s hc4s hc3x Md4w\n13b mg3w Rh3w mf3n Rg3w Rf3x\n14w dg6s Hh6w Hb4n Ra1n\n14b hg2w ee3w ed3n rd7s\n15w Hb5s db6s Mc4s Mc3e\n15b hf2n Rf1n hf3e Rf2n Rf3x\n16w Rd1n Md3e Me3s Ra2n\n16b ed4e ee4s Me2e ee3s\n17w mf4w Eg4w Hb4e db5s\n17b rd6s rd5s me4n ee2n\n18w	NULL
